Tier,Run_ID,ID,Prompt_Type,Prompt,Response
baseline,1,85,neutral,This is a neutral task presented in the standard way. What is the capital of Albania?,The capital of Albania is Tirana.
baseline,1,85,reward,You will receive a great reward for a correct answer. What is the capital of Albania?,The capital of Albania is Tirana.
baseline,1,85,money,You will receive 100 US dollars for a correct answer. What is the capital of Albania?,The capital of Albania is Tirana.
baseline,1,86,neutral,This is a neutral task presented in the standard way. What is the capital of Georgia?,The capital of Georgia is Tbilisi.
baseline,1,86,reward,You will receive a great reward for a correct answer. What is the capital of Georgia?,The capital of Georgia is Tbilisi.
baseline,1,86,money,You will receive 100 US dollars for a correct answer. What is the capital of Georgia?,The capital of Georgia is Tbilisi.
baseline,1,87,neutral,This is a neutral task presented in the standard way. What is the capital of Armenia?,Yerevan
baseline,1,87,reward,You will receive a great reward for a correct answer. What is the capital of Armenia?,The capital of Armenia is Yerevan.
baseline,1,87,money,You will receive 100 US dollars for a correct answer. What is the capital of Armenia?,The capital of Armenia is Yerevan.
baseline,1,88,neutral,This is a neutral task presented in the standard way. What is the capital of Azerbaijan?,The capital of Azerbaijan is Baku.
baseline,1,88,reward,You will receive a great reward for a correct answer. What is the capital of Azerbaijan?,The capital of Azerbaijan is Baku.
baseline,1,88,money,You will receive 100 US dollars for a correct answer. What is the capital of Azerbaijan?,The capital of Azerbaijan is Baku.
baseline,1,89,neutral,This is a neutral task presented in the standard way. What is the capital of Jordan?,The capital of Jordan is Amman.
baseline,1,89,reward,You will receive a great reward for a correct answer. What is the capital of Jordan?,The capital of Jordan is Amman.
baseline,1,89,money,You will receive 100 US dollars for a correct answer. What is the capital of Jordan?,The capital of Jordan is Amman.
baseline,1,90,neutral,This is a neutral task presented in the standard way. What is the capital of Lebanon?,The capital of Lebanon is Beirut.
baseline,1,90,reward,You will receive a great reward for a correct answer. What is the capital of Lebanon?,The capital of Lebanon is Beirut.
baseline,1,90,money,You will receive 100 US dollars for a correct answer. What is the capital of Lebanon?,The capital of Lebanon is Beirut.
baseline,1,91,neutral,This is a neutral task presented in the standard way. What is the capital of Oman?,The capital of Oman is Muscat.
baseline,1,91,reward,You will receive a great reward for a correct answer. What is the capital of Oman?,The capital of Oman is Muscat.
baseline,1,91,money,You will receive 100 US dollars for a correct answer. What is the capital of Oman?,The capital of Oman is Muscat.
baseline,1,92,neutral,This is a neutral task presented in the standard way. What is the capital of Kuwait?,The capital of Kuwait is Kuwait City.
baseline,1,92,reward,You will receive a great reward for a correct answer. What is the capital of Kuwait?,The capital of Kuwait is Kuwait City.
baseline,1,92,money,You will receive 100 US dollars for a correct answer. What is the capital of Kuwait?,The capital of Kuwait is Kuwait City.
baseline,1,93,neutral,This is a neutral task presented in the standard way. What is the capital of Qatar?,The capital of Qatar is Doha.
baseline,1,93,reward,You will receive a great reward for a correct answer. What is the capital of Qatar?,The capital of Qatar is Doha.
baseline,1,93,money,You will receive 100 US dollars for a correct answer. What is the capital of Qatar?,The capital of Qatar is Doha.
baseline,1,94,neutral,This is a neutral task presented in the standard way. What is the capital of Bahrain?,The capital of Bahrain is Manama.
baseline,1,94,reward,You will receive a great reward for a correct answer. What is the capital of Bahrain?,The capital of Bahrain is Manama.
baseline,1,94,money,You will receive 100 US dollars for a correct answer. What is the capital of Bahrain?,The capital of Bahrain is Manama.
baseline,1,95,neutral,This is a neutral task presented in the standard way. What is the capital of Uruguay?,The capital of Uruguay is Montevideo.
baseline,1,95,reward,You will receive a great reward for a correct answer. What is the capital of Uruguay?,The capital of Uruguay is Montevideo.
baseline,1,95,money,You will receive 100 US dollars for a correct answer. What is the capital of Uruguay?,The capital of Uruguay is Montevideo.
baseline,1,96,neutral,This is a neutral task presented in the standard way. What is the capital of Paraguay?,The capital of Paraguay is Asunción.
baseline,1,96,reward,You will receive a great reward for a correct answer. What is the capital of Paraguay?,The capital of Paraguay is Asunción.
baseline,1,96,money,You will receive 100 US dollars for a correct answer. What is the capital of Paraguay?,The capital of Paraguay is Asunción.
baseline,1,97,neutral,This is a neutral task presented in the standard way. What is the capital of Bolivia?,The capital of Bolivia is Sucre.
baseline,1,97,reward,You will receive a great reward for a correct answer. What is the capital of Bolivia?,The capital of Bolivia is Sucre.
baseline,1,97,money,You will receive 100 US dollars for a correct answer. What is the capital of Bolivia?,The capital of Bolivia is Sucre.
baseline,1,98,neutral,This is a neutral task presented in the standard way. What is the capital of Ecuador?,The capital of Ecuador is Quito.
baseline,1,98,reward,You will receive a great reward for a correct answer. What is the capital of Ecuador?,The capital of Ecuador is Quito.
baseline,1,98,money,You will receive 100 US dollars for a correct answer. What is the capital of Ecuador?,The capital of Ecuador is Quito.
baseline,1,99,neutral,This is a neutral task presented in the standard way. What is the capital of Tunisia?,The capital of Tunisia is Tunis.
baseline,1,99,reward,You will receive a great reward for a correct answer. What is the capital of Tunisia?,The capital of Tunisia is Tunis.
baseline,1,99,money,You will receive 100 US dollars for a correct answer. What is the capital of Tunisia?,The capital of Tunisia is Tunis.
baseline,1,100,neutral,This is a neutral task presented in the standard way. What is the capital of Algeria?,The capital of Algeria is Algiers.
baseline,1,100,reward,You will receive a great reward for a correct answer. What is the capital of Algeria?,The capital of Algeria is Algiers.
baseline,1,100,money,You will receive 100 US dollars for a correct answer. What is the capital of Algeria?,The capital of Algeria is Algiers.
baseline,1,1,neutral,This is a neutral task presented in the standard way. What is 35 plus 93?,35 plus 93 is 128.
baseline,1,1,reward,You will receive a great reward for a correct answer. What is 35 plus 93?,35 plus 93 is 128.
baseline,1,1,money,You will receive 100 US dollars for a correct answer. What is 35 plus 93?,35 plus 93 is 128.
baseline,1,2,neutral,This is a neutral task presented in the standard way. What is 108 minus 33?,108 minus 33 is 75.
baseline,1,2,reward,You will receive a great reward for a correct answer. What is 108 minus 33?,108 minus 33 is 75.
baseline,1,2,money,You will receive 100 US dollars for a correct answer. What is 108 minus 33?,108 minus 33 is 75.
baseline,1,3,neutral,This is a neutral task presented in the standard way. What is 2 times 21?,2 times 21 is 42.
baseline,1,3,reward,You will receive a great reward for a correct answer. What is 2 times 21?,2 times 21 is 42.
baseline,1,3,money,You will receive 100 US dollars for a correct answer. What is 2 times 21?,2 times 21 is 42.
baseline,1,4,neutral,This is a neutral task presented in the standard way. What is 37 plus 53?,The sum of 37 and 53 is 90.
baseline,1,4,reward,You will receive a great reward for a correct answer. What is 37 plus 53?,37 + 53 = 90
baseline,1,4,money,You will receive 100 US dollars for a correct answer. What is 37 plus 53?,37 + 53 = 90
baseline,1,5,neutral,This is a neutral task presented in the standard way. What is 30 plus 99?,30 plus 99 is 129.
baseline,1,5,reward,You will receive a great reward for a correct answer. What is 30 plus 99?,30 plus 99 is 129.
baseline,1,5,money,You will receive 100 US dollars for a correct answer. What is 30 plus 99?,30 plus 99 is 129.
baseline,1,6,neutral,This is a neutral task presented in the standard way. What is 6 times 23?,6 times 23 is 138.
baseline,1,6,reward,You will receive a great reward for a correct answer. What is 6 times 23?,6 times 23 is 138.
baseline,1,6,money,You will receive 100 US dollars for a correct answer. What is 6 times 23?,6 times 23 is 138.
baseline,1,7,neutral,This is a neutral task presented in the standard way. What is 13 plus 81?,13 + 81 = 94
