tier,run,id,topic,response,choice,points,collapsed,congruent
baseline,3,50,economics,"My choice is question 1, and my answer is (A) a service.",1.0,10.0,False,True
baseline,3,51,writing-strategies,"My choice is question 1, and my answer is (C) to inform.",1.0,20.0,False,True
baseline,3,52,grammar,"My choice is question 2, and my answer is (C) complex.",2.0,40.0,False,True
baseline,3,53,biology,"My choice is question 1, and the answer is (C) Hyla cinerea.",1.0,40.0,False,True
baseline,3,54,literacy-in-science,"My choice is question 1, and my answer is (B) the female's offspring will survive.",1.0,40.0,False,True
baseline,3,55,civics,"My choice is question 1, and my answer is (B) do.",1.0,20.0,False,True
baseline,3,56,geography,"My choice is question 2, and the answer is (D) Concord.",2.0,10.0,False,True
baseline,3,57,physics,"My choice is question 1, and my answer is (A) pencil.",1.0,10.0,False,True
baseline,3,58,punctuation,"My choice is question 1, and the answer is (B) imperative.",1.0,40.0,False,True
baseline,3,59,civics,"My choice is question 1, and my answer is (C) A police officer looks through a student's backpack for no reason.",1.0,20.0,False,True
baseline,3,60,physics,"My choice is question 1, and my answer is (A) breakable.",1.0,10.0,False,True
baseline,3,61,earth-science,"My choice is question 2, and my answer is (A) convergent.",2.0,40.0,False,True
baseline,3,62,biology,"My choice is question 3, and my answer is (B) the cones.",3.0,40.0,False,True
baseline,3,63,biology,"My choice is question 1, and my answer is:

The mutation in the transporter protein affected the structure and function of the w gene.",1.0,30.0,False,True
baseline,3,64,punctuation,"My choice is question 3, and my answer is (C) declarative.",3.0,40.0,False,True
baseline,3,65,units-and-measurement,"My choice is question 2, and the answer is (B) 26 yards.",2.0,40.0,False,True
baseline,3,66,civics,"My choice is question 2, and my answer is (B) Both my state and national government officials have power over important issues.",2.0,30.0,False,True
baseline,3,67,units-and-measurement,"My choice is question 1, and the answer is (A) 8 gallons.",1.0,20.0,False,True
baseline,3,68,geography,"My choice is question 1, and the answer is (C) Carson City.",1.0,10.0,False,True
baseline,3,69,us-history,"My choice is question 1, and my answer is (A) The Revolutionary War began 12 years after the end of the French and Indian War.",1.0,40.0,False,True
baseline,3,70,civics,"My choice is question 4, and my answer is:

The sentence that states a fact is: ""Abraham Lincoln, the 16th president of the United States, was elected in 1860.""",4.0,40.0,False,True
baseline,3,71,biology,"My choice is question 1, and my answer is (B) keel-billed toucan.",1.0,10.0,False,True
baseline,3,72,writing-strategies,"My choice is question 4, and the answer is (C) ad hominem: an attack against the person making the argument, rather than the argument itself.",4.0,40.0,False,True
baseline,3,73,literacy-in-science,"My choice is question 3, and my answer is (C) They have warm, salty water.",3.0,30.0,False,True
baseline,3,74,writing-strategies,"My choice is question 1, and my answer is (C) fruity.",1.0,10.0,False,True
baseline,3,75,literacy-in-science,"My choice is question 2, and my answer is (B) The feathers on its throat are red, like a ruby.",2.0,10.0,False,True
baseline,3,76,us-history,"My choice is question 4, and the answer is (D) The Virginia Company started sending more colonists to Jamestown.",4.0,20.0,False,True
baseline,3,77,earth-science,"My choice is question 1, and my answer is (A) false. Earth is not the largest planet that is made mainly of rock. The largest planet in our solar system that is made mainly of rock is Earth's moon, which is about 1/4 the size of Earth.",1.0,40.0,False,True
baseline,3,78,punctuation,"My choice is question 1, and the correct answer is (B) Many Thanks, Peter.",1.0,20.0,False,True
baseline,3,79,units-and-measurement,"My choice is question 4, and the answer is (A) 30 yards.",4.0,10.0,False,True
baseline,3,80,reference-skills,"My choice is question 2, and the answer is (A) yes.",2.0,40.0,False,True
baseline,3,81,physics,"My choice is question 1, and my answer is:

The sample with the higher temperature is (A) sample A.",1.0,40.0,False,True
baseline,3,82,earth-science,"My choice is question 1, and my answer is (A) 4 grams of water vapor per kilogram of air.",1.0,30.0,False,True
baseline,3,83,earth-science,"My choice is question 1, and my answer is (A) insect.",1.0,30.0,False,True
baseline,3,84,us-history,"My choice is question 1, and the answer is (D) Maryland.",1.0,40.0,False,True
baseline,3,85,writing-strategies,"My choice is question 1, and the answer is (B) guilt by association: a negative association intended to discredit someone or something.",1.0,30.0,False,True
baseline,3,86,biology,"My choice is question 1, and my answer is:

Andrew acquired the trait of liking to look at butterflies and beetles. This conclusion is supported by the information that Andrew likes to look at butterflies and beetles, which suggests that he has developed a personal interest in these insects over time. This interest is not something that he was born with, but rather something that he has acquired through experience and observation.",1.0,30.0,False,True
baseline,3,87,literacy-in-science,"My choice is question 1, and my answer is (A) when a river next to the school overflows.",1.0,20.0,False,True
baseline,3,88,reference-skills,"My choice is question 2, and the answer is (B) yes.",2.0,20.0,False,True
baseline,3,89,chemistry,"My choice is question 2, and the answer is (B) Solution B.",2.0,30.0,False,True
baseline,3,90,punctuation,"My choice is question 2, and the answer is (B) interrogative.",2.0,20.0,False,True
baseline,3,91,us-history,"My choice is question 3, and the answer is (C) He helped to end slavery.",3.0,10.0,False,True
baseline,3,92,chemistry,"My choice is question 2, and my answer is (B) chemical change.",2.0,10.0,False,True
baseline,3,93,civics,"My choice is question 2, and my answer is (B) Abraham Lincoln, the 16th president of the United States, was elected in 1860.",2.0,40.0,False,True
baseline,3,94,earth-science,"My choice is question 2, and the answer is (B) false.",2.0,40.0,False,True
baseline,3,95,economics,"My choice is question 1, and the answer is (B) Ashley can trade her tomatoes for Myra's broccoli.",1.0,40.0,False,True
baseline,3,96,economics,"My choice is question 1, and my answer is (A) Lara can trade her tomatoes for Brendan's broccoli.",1.0,40.0,False,True
baseline,3,97,writing-strategies,"My choice is question 1, and the answer is (B) Merritt Electronics has a reputation for responding quickly to all customer concerns and questions.",1.0,20.0,False,True
baseline,3,98,biology,"My choice is question 1, and my answer is (C) 1:3.",1.0,40.0,False,True
baseline,3,99,chemistry,"My choice is question 1, and my answer is (B) physical change.",1.0,30.0,False,True
baseline,3,100,units-and-measurement,"My choice is question 2, and my answer is (C) 4 meters.",2.0,30.0,False,True
baseline,4,1,geography,"My choice is question 3, and the answer is (A) Georgia.",3.0,10.0,False,True
baseline,4,2,geography,"My choice is question 2, and the answer is (B) Antarctica.",2.0,30.0,False,True
baseline,4,3,us-history,"My choice is question 1, and the answer is (D) women's right to vote.",1.0,10.0,False,True
baseline,4,4,chemistry,"My choice is question 2, and my answer is (B) physical change.",2.0,20.0,False,True
baseline,4,5,punctuation,"My choice is question 2, and the answer is (A) declarative.",2.0,40.0,False,True
baseline,4,6,grammar,"My choice is question 4, and the answer is (D) compound-complex.",4.0,40.0,False,True
baseline,4,7,biology,"My choice is question 2, and my answer is (B) amoebae.",2.0,20.0,False,True
baseline,4,8,punctuation,"My choice is question 4, and the answer is (B) Dear Dr. McKnight.",4.0,10.0,False,True
baseline,4,9,chemistry,"My choice is question 1, and my answer is (A) chemical change.",1.0,20.0,False,True
baseline,4,10,reference-skills,"My choice is question 1, and my answer is (A) yes.",1.0,30.0,False,True
baseline,4,11,reference-skills,"My choice is question 1, and the answer is (A) widow.",1.0,40.0,False,True
baseline,4,12,chemistry,"My choice is question 1, and my answer is (C) Solution A.",1.0,30.0,False,True
baseline,4,13,literacy-in-science,"My choice is question 1, and my answer is (C) the male's tadpoles will become adult frogs.",1.0,40.0,False,True
baseline,4,14,literacy-in-science,"My choice is question 2, and my answer is (A) They are used by many different organisms.",2.0,30.0,False,True
baseline,4,15,reference-skills,"My choice is question 1, and my answer is (A) yes.",1.0,20.0,False,True
baseline,4,16,grammar,"My choice is question 4, and the answer is (C) simple.",4.0,40.0,False,True
baseline,4,17,grammar,"My choice is question 2, and the answer is (D) complex.",2.0,40.0,False,True
baseline,4,18,us-history,"My choice is question 2, and the answer is (D) pilot.",2.0,10.0,False,True
baseline,4,19,reference-skills,"My choice is question 3, and the answer is (B) ounce.",3.0,40.0,False,True
baseline,4,20,geography,"My choice is question 1, and the answer is (C) Massachusetts.",1.0,10.0,False,True
baseline,4,21,economics,"My choice is question 1, and my answer is (B) The supply probably went down.",1.0,20.0,False,True
baseline,4,22,civics,"My choice is question 2, and my answer is (D) a set of rules and laws.",2.0,10.0,False,True
baseline,4,23,economics,"My choice is question 2, and my answer is (B) Alec will give up the chance to watch a movie with his sister.",2.0,20.0,False,True
baseline,4,24,writing-strategies,"My choice is question 1, and my answer is:

The pronoun reference in option (A) is vague. The sentence states that ""Tommy and his best friend go to the same college, but he is graduating this coming June."" The pronoun ""he"" is unclear because it could refer to either Tommy or his best friend. In option (B), the pronoun ""Tommy"" is used consistently, making the reference clear.",1.0,30.0,False,True
baseline,4,25,units-and-measurement,"My choice is question 1, and my answer is (C) 20 feet.",1.0,40.0,False,True
baseline,4,26,grammar,"My choice is question 2, and the answer is (B) The coach makes us run laps, or he has us lift weights. This is a compound sentence because it contains two independent clauses joined by the coordinating conjunction ""or.""",2.0,10.0,False,True
baseline,4,27,units-and-measurement,"My choice is question 3, and the answer is (A) 4 meters.",3.0,30.0,False,True
baseline,4,28,earth-science,"My choice is question 4, and my answer is (C) metamorphic.",4.0,30.0,False,True
baseline,4,29,us-history,"My choice is question 3, and the answer is (B) Maryland.",3.0,30.0,False,True
baseline,4,30,economics,"My choice is question 1, and my answer is (A) Chad will give up the chance to eat cornbread muffins. He thinks cornbread muffins are tastier than lemon muffins.",1.0,20.0,False,True
baseline,4,31,chemistry,"My choice is question 1, and my answer is (A) CH4.",1.0,20.0,False,True
baseline,4,32,grammar,"My choice is question 1, and my answer is:

The compound sentence is (A) Mr. Chu peeled the tangerine and divided it into sections.",1.0,30.0,False,True
baseline,4,33,physics,"My choice is question 1, and my answer is (A) blue.",1.0,20.0,False,True
baseline,4,34,physics,"My choice is question 1, and my answer is:

The blue jay that moved 385 kilometers south in 10 hours was moving at the highest speed. This is because speed is calculated by dividing the distance traveled by the time taken, so the blue jay that moved 385 kilometers in 10 hours had a speed of 38.5 kilometers per hour, which is higher than the speeds of the other two blue jays.",1.0,10.0,False,True
