tier,run,id,topic,response,choice,points,collapsed
baseline,3,58,punctuation,"My choice is question 1, and my answer is (C) exclamatory.",1.0,40.0,False
baseline,3,59,civics,"My choice is question 2, and my answer is (B) Both my state and national government officials have power over important issues.",2.0,30.0,False
baseline,3,60,physics,"My choice is question 1, and my answer is:

The object with more thermal energy is (A) a 200-gram glass of apple juice at a temperature of 15°C.",1.0,10.0,False
baseline,3,61,earth-science,"My choice is question 1, and my answer is (C) metamorphic.",1.0,30.0,False
baseline,3,62,biology,"My choice is question 4, and my answer is (A) acquired.",4.0,10.0,False
baseline,3,63,biology,"My choice is question 2, and my answer is (B) brown fur.",2.0,40.0,False
baseline,3,64,punctuation,"My choice is question 1, and the answer is (B) Dear Mrs. Petersen.",1.0,20.0,False
baseline,3,65,units-and-measurement,"My choice is question 1, and the answer is (B) 150°F.",1.0,30.0,False
baseline,3,66,civics,"My choice is question 2, and my answer is (B) Both my state and national government officials have power over important issues.",2.0,30.0,False
baseline,3,67,units-and-measurement,"My choice is question 1, and the answer is (A) 1 gram.",1.0,20.0,False
baseline,3,68,geography,"My choice is question 1, and the answer is (A) Tallahassee.",1.0,10.0,False
baseline,3,69,us-history,"My choice is question 1, and my answer is (A) before the war.",1.0,40.0,False
baseline,3,70,civics,"My choice is question 3, and my answer is (B) Both my state and national government officials have power over important issues.",3.0,30.0,False
baseline,3,71,biology,"My choice is question 1, and my answer is (A) painted stork.",1.0,10.0,False
baseline,3,72,writing-strategies,"My choice is question 4, and the answer is (B) yes.",4.0,40.0,False
baseline,3,73,literacy-in-science,"My choice is question 2, and my answer is (B) Hurricanes are large spiral-shaped storms.",2.0,20.0,False
baseline,3,74,writing-strategies,"My choice is question 1, and my answer is:

The complete sentence is (A) The farmers pick the corn and beans.",1.0,10.0,False
baseline,3,75,literacy-in-science,"My choice is question 2, and my answer is (C) It eats leaves.",2.0,10.0,False
baseline,3,76,us-history,"My choice is question 3, and the answer is (C) He helped to end slavery.",3.0,10.0,False
baseline,3,77,earth-science,"My choice is question 1, and my answer is (A) transform.",1.0,40.0,False
baseline,3,78,punctuation,"My choice is question 2, and my answer is (A) exclamatory.",2.0,30.0,False
baseline,3,79,units-and-measurement,"My choice is question 1, and the answer is (A) 20 pounds.",1.0,20.0,False
baseline,3,80,reference-skills,"My choice is question 2, and the answer is (B) jaw.",2.0,40.0,False
baseline,3,81,physics,"My choice is question 1, and my answer is (B) The disc magnet is pushing on the bar magnet.",1.0,40.0,False
baseline,3,82,earth-science,"My choice is question 1, and my answer is (A) 8°C.",1.0,30.0,False
baseline,3,83,earth-science,"My choice is question 1, and my answer is (C) pointed teeth.",1.0,30.0,False
baseline,3,84,us-history,"My choice is question 2, and the answer is (D) pilot.",2.0,10.0,False
baseline,3,85,writing-strategies,"My choice is question 1, and my answer is:

The sentence that contains a vague pronoun reference is (B) Moray eels look like snakes, but they belong to a different class of the animal kingdom. The pronoun ""they"" is vague because it could refer to either moray eels or snakes, but it is not clear which one it is referring to.",1.0,30.0,False
baseline,3,86,biology,"My choice is question 1, and my answer is (B) parasitic.",1.0,30.0,False
baseline,3,87,literacy-in-science,"My choice is question 2, and my answer is (C) They have warm, salty water.",2.0,30.0,False
baseline,3,88,reference-skills,"My choice is question 2, and the answer is (B) yes.",2.0,20.0,False
baseline,3,89,chemistry,"My choice is question 1, and my answer is (A) Both are chemical changes.",1.0,20.0,False
baseline,3,90,punctuation,"My choice is question 2, and the answer is (B) ""All the King's Men"".",2.0,20.0,False
baseline,3,91,us-history,"My choice is question 1, and the answer is (D) Rhode Island.",1.0,30.0,False
baseline,3,92,chemistry,"My choice is question 1, and my answer is (C) Solution A.",1.0,40.0,False
baseline,3,93,civics,"My choice is question 1, and my answer is (B) Both my state and national government officials have power over important issues.",1.0,30.0,False
baseline,3,94,earth-science,"My choice is question 2, and my answer is (A) false.",2.0,40.0,False
baseline,3,95,economics,"My choice is question 1, and my answer is (A) The supply probably went down.",1.0,40.0,False
baseline,3,96,economics,"My choice is question 1, and my answer is (A) Percy can trade his tomatoes for Cole's broccoli.",1.0,40.0,False
baseline,3,97,writing-strategies,"My choice is question 2, and my answer is (B) The recipe says to mix the black beans with the chopped tomatoes, but Scott forgot to buy the black beans.",2.0,30.0,False
baseline,3,98,biology,"My choice is question 1, and my answer is (B) ff.",1.0,40.0,False
baseline,3,99,chemistry,"My choice is question 1, and my answer is (C) Solution A.",1.0,30.0,False
baseline,3,100,units-and-measurement,"My choice is question 1, and the answer is (B) 8 liters.",1.0,20.0,False
baseline,4,1,geography,"My choice is question 3, and the answer is (A) Georgia.",3.0,10.0,False
baseline,4,2,geography,"My choice is question 1, and the answer is (C) Augusta.",1.0,20.0,False
baseline,4,3,us-history,"My choice is question 1, and my answer is (B) a Mexican American.",1.0,10.0,False
baseline,4,4,chemistry,"My choice is question 1, and my answer is (B) physical change.",1.0,10.0,False
baseline,4,5,punctuation,"My choice is question 1, and the correct answer is (A) ""Taste of Home"".",1.0,30.0,False
baseline,4,6,grammar,"My choice is question 2, and the answer is (B) compound.",2.0,20.0,False
baseline,4,7,biology,"My choice is question 1, and my answer is (A) Mediterranean tree frog.",1.0,10.0,False
baseline,4,8,punctuation,"My choice is question 2, and my answer is (B) imperative.",2.0,30.0,False
baseline,4,9,chemistry,"My choice is question 2, and my answer is (B) H2O.",2.0,30.0,False
baseline,4,10,reference-skills,"My choice is question 2, and the answer is (B) yes.",2.0,40.0,False
baseline,4,11,reference-skills,"My choice is question 1, and my answer is (B) grind.",1.0,40.0,False
baseline,4,12,chemistry,"My choice is question 1, and my answer is (C) Solution B.",1.0,30.0,False
baseline,4,13,literacy-in-science,"My choice is question 2, and my answer is (B) hole in Earth's surface . . . comes out of.",2.0,10.0,False
baseline,4,14,literacy-in-science,"My choice is question 4, and the answer is (B) largest.",4.0,10.0,False
baseline,4,15,reference-skills,"My choice is question 2, and the answer is (A) hurdle.",2.0,30.0,False
baseline,4,16,grammar,"My choice is question 4, and the answer is (D) complex.",4.0,40.0,False
baseline,4,17,grammar,"My choice is question 2, and my answer is (D) complex.",2.0,40.0,False
baseline,4,18,us-history,"My choice is question 3, and the answer is (B) Kentucky.",3.0,20.0,False
baseline,4,19,reference-skills,"My choice is question 2, and the answer is (B) yes.",2.0,30.0,False
baseline,4,20,geography,"My choice is question 1, and the answer is (A) Des Moines.",1.0,10.0,False
baseline,4,21,economics,"My choice is question 1, and my answer is (B) Jeanette will spend more time making the egg drop soup than she would have spent making the beef barley soup.",1.0,20.0,False
baseline,4,22,civics,"My choice is question 2, and the answer is (B) in Washington, D.C.",2.0,10.0,False
baseline,4,23,economics,"My choice is question 1, and my answer is (A) a good.",1.0,10.0,False
baseline,4,24,writing-strategies,"My choice is question 2, and the answer is (B) The Allenville Law Firm is pleased to announce . . .",2.0,40.0,False
baseline,4,25,units-and-measurement,"My choice is question 1, and the answer is (A) 26 kilometers.",1.0,40.0,False
baseline,4,26,grammar,"My choice is question 2, and the answer is (B) The sun came out, and the clouds in the sky disappeared.",2.0,10.0,False
baseline,4,27,units-and-measurement,"My choice is question 4, and the answer is (C) 35 centimeters.",4.0,40.0,False
baseline,4,28,earth-science,"My choice is question 4, and the answer is (B) yes.",4.0,30.0,False
baseline,4,29,us-history,"My choice is question 1, and the answer is (C) He helped to end slavery.",1.0,10.0,False
baseline,4,30,economics,"My choice is question 2, and my answer is (B) The supply will probably go up.",2.0,30.0,False
baseline,4,31,chemistry,"My choice is question 1, and my answer is (A) chemical change.",1.0,20.0,False
baseline,4,32,grammar,"My choice is question 3, and the answer is (B) Kentucky joined the United States in 1792.",3.0,10.0,False
baseline,4,33,physics,"My choice is question 1, and my answer is (B) The magnitude of the magnetic force is greater in Pair 1.",1.0,20.0,False
baseline,4,34,physics,"My choice is question 1, and my answer is (A) toward the giraffe.",1.0,10.0,False
baseline,4,35,reference-skills,"My choice is question 4, and the answer is (B) clock.",4.0,40.0,False
baseline,4,36,grammar,"My choice is question 4, and the answer is (D) complex.",4.0,40.0,False
baseline,4,37,writing-strategies,"My choice is question 1, and my answer is (A) sequential.",1.0,20.0,False
baseline,4,38,literacy-in-science,"My choice is question 2, and my answer is (B) the gull's offspring will survive.",2.0,40.0,False
baseline,4,39,units-and-measurement,"My choice is question 1, and my answer is (B) 9 feet.",1.0,40.0,False
baseline,4,40,chemistry,"My choice is question 2, and my answer is (B) physical change.",2.0,10.0,False
baseline,4,41,economics,"My choice is question 1, and my answer is (A) Nate can trade his tomatoes for Lola's sandwich.",1.0,30.0,False
baseline,4,42,earth-science,"My choice is question 1, and my answer is (B) true. The volume of Mars is indeed more than ten times as large as Mercury's.",1.0,40.0,False
baseline,4,43,geography,"My choice is question 2, and the answer is (D) Raleigh.",2.0,20.0,False
baseline,4,44,geography,"My choice is question 1, and the answer is (C) Tuvalu.",1.0,30.0,False
baseline,4,45,civics,"My choice is question 1, and my answer is (B) the right to choose the judge for their trial.",1.0,20.0,False
baseline,4,46,punctuation,"My choice is question 1, and my answer is:

The correct closing for a letter is (B) ""Best wishes,"" Helen.",1.0,10.0,False
baseline,4,47,physics,"My choice is question 1, and my answer is (B) The magnitude of the magnetic force is greater in Pair 1.",1.0,40.0,False
baseline,4,48,physics,"My choice is question 1, and my answer is (A) sample A.",1.0,40.0,False
baseline,4,49,biology,"My choice is question 1, and my answer is:

The mutation in the AcrB gene affected the structure and function of the AcrB protein.",1.0,30.0,False
baseline,4,50,economics,"My choice is question 3, and my answer is (B) The supply will probably go down.",3.0,30.0,False
baseline,4,51,writing-strategies,"My choice is question 2, and my answer is:

The sentence that contains a vague pronoun reference is (B) Rachel used an old broom to clean up the broken glass before throwing the broken glass away. 

The pronoun ""the broken glass"" is vague because it is not clear which broken glass is being referred to.",2.0,30.0,False
baseline,4,52,grammar,"My choice is question 2, and my answer is (D) compound-complex.",2.0,40.0,False
baseline,4,53,biology,"My choice is question 3, and my answer is:

(B) Painted storks wade in shallow water to look for food. Storks use their beaks to eat fish, insects, worms, and small animals. They have feathers and two wings. Painted storks lay eggs with shells in nests along the water.

This answer is correct because it describes the traits of a bird, including wading in shallow water, using beaks to eat food, having feathers and two wings, and laying eggs with shells in nests along the water. The other options describe traits of fish and insects, respectively.",3.0,20.0,False
